PK-39424;31.7806;73.7236
PK-47990;33.1281;73.3213
PK-45640;33.6228;73.238
PK-49380;33.007;73.5499
PK-51032;32.424;74.3605
PK-43200;33.23;72.2502
PK-68214;26.1471;68.7178
PK-77214;27.7021;67.8117
PK-47560;33.2314;73.2982
PK-80100;29.0362;69.1585
PK-55180;31.1707;74.1013
PK-23500;34.0678;72.5838
PK-75600;24.7961;66.9746
PK-75070;24.8764;67.1927
PK-26020;34.8574;72.4669
PK-22220;34.0978;73.347
PK-69310;24.9679;69.2973
PK-42430;32.468;71.8362
PK-34382;30.1071;71.2491
PK-28180;33.5982;71.092
PK-22580;35.4624;73.1258
PK-28350;32.8258;70.7811
PK-65040;28.0214;69.5491
PK-77310;27.7666;68.1013
PK-26410;33.2724;71.1821
PK-41220;32.3917;72.0943
PK-75000;24.8764;67.1927
PK-67190;26.7669;67.9907
PK-82300;30.1008;67.9382
PK-22180;34.3054;73.4335
PK-68070;25.7838;68.8581
PK-75760;24.8847;66.9955
PK-37340;31.0612;72.9586
PK-12110;33.6955;73.9189
PK-59340;29.6243;71.9144
PK-46050;33.5854;73.0244
PK-50380;32.5654;73.6374
PK-65170;27.692;68.895
PK-70100;24.9256;66.9646
PK-39150;31.4346;73.7318
PK-44040;33.7215;73.0433
PK-15900;36.6127;74.8637
PK-43670;32.7503;74.1897
PK-43580;33.8636;72.4517
PK-24500;33.9406;71.5456
PK-54782;28.1598;70.6959
PK-47140;33.92;73.401
PK-40184;30.6624;71.2275
PK-47100;33.8357;73.2969
PK-35180;31.1645;72.0985
PK-67500;26.2958;68.6292
PK-68080;25.8139;68.9439
PK-85100;30.7266;67.8233
PK-60650;28.2279;67.8512
PK-43252;33.7067;72.2597
PK-68330;25.8268;69.3753
PK-73240;24.5469;67.628
PK-66080;27.5873;68.5959
PK-26000;34.8574;72.4669
PK-72200;24.656;68.837
PK-12460;33.9759;73.6554
PK-75460;34.1986;72.0941
PK-54570;31.5242;74.2631
PK-24680;34.221;71.5962
PK-48700;33.0676;72.9738
PK-68010;26.0981;68.4814
PK-24010;34.0038;72.1273
PK-29310;31.7325;70.3372
PK-49332;32.9487;73.4591
PK-22844;34.0428;72.7739
PK-50870;32.8434;74.2335
PK-24320;33.988;71.6649
PK-24230;33.8908;71.8286
PK-69012;25.51;69.7132
PK-75180;24.8343;67.1755
PK-15350;36.1803;72.7588
PK-73040;24.7177;68.12
PK-49080;32.6505;73.2212
PK-52104;31.8253;73.1769
PK-21080;34.6627;72.9425
PK-84200;28.4625;70.2153
PK-70200;25.2187;68.4807
PK-60600;28.2279;67.8512
PK-47784;33.209;73.0496
PK-44210;33.7215;73.0433
PK-67220;26.1818;68.2553
PK-46510;33.6127;73.0288
PK-58150;30.5074;72.0788
PK-22250;34.098;73.3768
PK-86410;30.5852;66.8725
PK-37600;31.1971;73.107
PK-72110;24.9839;68.8537
PK-77200;27.5789;68.1173
PK-22080;34.1648;73.2655
PK-65130;27.7706;69.1004
PK-75190;24.8104;67.1333
PK-50330;32.5654;73.6374
PK-63274;29.1819;71.5224
PK-50110;32.7992;73.7895
PK-42250;32.7023;71.7868
